access,area,bridge,from,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,uid
yes,,,"832351220",residential,,"0",,"325.48800000000006",,Hosea Avenue,False,"[197894540, 19052685]",,,"197422326",,,"10298"
yes,,,"832351220",residential,,"0",,"325.48800000000006",,Hosea Avenue,False,"[197894540, 19052685]",,,"197422326",,,"10297"
yes,,,"197522707",tertiary,,"0","4","88.874",35 mph,Clifton Avenue,False,"207531402",,,"197422326",,,"10300"
yes,,,"832351220",residential,,"0",,"325.48800000000006",,Hosea Avenue,False,"[197894540, 19052685]",,,"197422326",,,"10299"
yes,,,"197495789",residential,,"0","2","112.384",,Bishop Street,False,"19057321",,,"197422340",,,"10315"
yes,,,"197522705",tertiary,,"0","4","35.016",35 mph,Clifton Avenue,False,"207531402",,,"197422326",,,"10301"
,,,"197422185",residential,,"0",,"259.57099999999997",,Camden Avenue,False,"19052667",,,"197422169",,,"10228"
,,,"197629702",residential,,"0",,"61.452",35 mph,Washington Avenue,False,"213355351",,,"197422169",,,"10227"
,,,"197422185",residential,,"0",,"259.57099999999997",,Camden Avenue,False,"19052667",,,"197422169",,,"10230"
,,,"197422185",residential,,"0",,"259.57099999999997",,Camden Avenue,False,"19052667",,,"197422169",,,"10229"
,,,"197451098",residential,,"0",,"141.41",35 mph,Washington Avenue,False,"213355351",,,"197422169",,,"10232"
,,,"197451098",residential,,"0",,"141.41",35 mph,Washington Avenue,False,"213355351",,,"197422169",,,"10231"
yes,,,"197570680",residential,,"0","2","36.565",,Moerlein Avenue,False,"19066406",,,"197422235",,,"10260"
yes,,,"197422237",residential,,"0","2","107.42",,Detzel Place,False,"19052676",,,"197422235",,,"10259"
,,,"197492248",residential,,"0","2","246.661",,"['Telford Street', 'Thrall Street']",False,"[240023896, 19051920]",,,"197409130",,,"4608"
,,,"197492251",residential,,"0","2","97.938",,Middleton Avenue,False,"19059682",,,"197409130",,,"4607"
,,,"197492248",residential,,"0","2","246.661",,"['Telford Street', 'Thrall Street']",False,"[240023896, 19051920]",,,"197409130",,,"4610"
,,,"197492248",residential,,"0","2","246.661",,"['Telford Street', 'Thrall Street']",False,"[240023896, 19051920]",,,"197409130",,,"4609"
yes,,,"197558311",tertiary,,"0","4","18.213",35 mph,Ludlow Avenue,False,"207531411",,,"197409170",,,"4632"
,,,"197441513",residential,,"0","2","77.519",,Middleton Avenue,False,"19059682",,,"197409130",,,"4611"
,,,"197492306",residential,,"0","2","157.829",,Morrison Avenue,False,"19070617",,,"197409170",,,"4634"
yes,,,"389149047",tertiary,,"0","4","18.839",35 mph,Ludlow Avenue,False,"207531411",,,"197409170",,,"4633"
,,,"197408956",residential,,"0",,"558.163",,Windham Avenue,False,"19051904",,,"197408916",,,"4468"
,,,"197408956",residential,,"0",,"558.163",,Windham Avenue,False,"19051904",,,"197408916",,,"4467"
,,,"197619985",tertiary,,"0","['2', '5', '4']","458.914",30 mph,Rockdale Avenue,False,"[263301720, 561588273, 561588271, 19070255]",,,"197408956",,,"4470"
yes,,,"197619985",primary,,"0","5","133.824",35 mph,Reading Road,False,"[561588274, 236413035]",US 42,,"197408916",,,"4469"
,,,"197619985",tertiary,,"0","['2', '5', '4']","458.914",30 mph,Rockdale Avenue,False,"[263301720, 561588273, 561588271, 19070255]",,,"197408956",,,"4472"
,,,"197619985",tertiary,,"0","['2', '5', '4']","458.914",30 mph,Rockdale Avenue,False,"[263301720, 561588273, 561588271, 19070255]",,,"197408956",,,"4471"
,,,"197619985",tertiary,,"0","['2', '5', '4']","458.914",30 mph,Rockdale Avenue,False,"[263301720, 561588273, 561588271, 19070255]",,,"197408956",,,"4474"
,,,"197619985",tertiary,,"0","['2', '5', '4']","458.914",30 mph,Rockdale Avenue,False,"[263301720, 561588273, 561588271, 19070255]",,,"197408956",,,"4473"
yes,,,"197619958",primary,,"0","6","71.457",35 mph,Martin Luther King Drive East,False,"221931542",,,"197411050",,,"5383"
yes,,,"197411199",primary,,"0","['5', '6']","101.99799999999999",35 mph,Martin Luther King Drive East,False,"[561588298, 561588299, 221931542]",,,"197411050",,,"5382"
yes,,,"197485289",unclassified,,"0",,"76.37",,West Charlton Street,False,"19059916",,,"197411091",,,"5404"
yes,,,"197411092",residential,,"0",,"74.202",,East Charlton Street,False,"19052027",,,"197411091",,,"5403"
yes,,,"197414970",residential,,"0","2","141.504",,Short Vine Street,False,"562061703",,,"197411091",,,"5406"
yes,,,"197414970",residential,,"0","2","141.504",,Short Vine Street,False,"562061703",,,"197411091",,,"5405"
yes,,,"197436345",residential,,"0","['2', '3']","141.859",,Short Vine Street,False,"[19053493, 562061703]",,,"197411091",,,"5408"
yes,,,"197436345",residential,,"0","['2', '3']","141.859",,Short Vine Street,False,"[19053493, 562061703]",,,"197411091",,,"5407"
,,,"197410607",residential,,"0",,"82.085",,Walls Street,False,"19051997",,,"197410601",,,"5211"
,,,"197492306",residential,,"0","2","157.829",,Morrison Avenue,False,"19070617",,,"197409170",,,"4635"
,,,"1912418239",residential,,"0",,"152.743",,Glen Este Place,False,"19053710",,,"197410601",,,"5213"
,,,"1912418239",residential,,"0",,"152.743",,Glen Este Place,False,"19053710",,,"197410601",,,"5212"
,,,"197410609",residential,,"0",,"45.881",,Walls Street,False,"19051997",,,"197410607",,,"5215"
,,,"197436458",residential,,"0",,"75.063",,Glen Este Place,False,"19053710",,,"197410601",,,"5214"
,,,"197411050",residential,,"0",,"90.651",,Bartle Avenue,False,"19052023",,,"197411048",,,"5381"
,,,"197526020",residential,,"0",,"104.277",,Shirley Drive,False,"19059789",,,"197410607",,,"5216"
yes,,,"413332936",residential,,"0","4","120.788",,Eden Avenue,False,"19070784",,,"197411096",,,"5418"
yes,,,"197447689",residential,,"0",,"140.904",,Euclid Avenue,False,"214784021",,,"197411093",,,"5417"
yes,,,"197589800",residential,,"0","4","140.633",,Eden Avenue,False,"19070784",,,"197411096",,,"5420"
yes,,,"197589800",residential,,"0","4","140.633",,Eden Avenue,False,"19070784",,,"197411096",,,"5419"
yes,,,"197491895",unclassified,,"0","2","159.43800000000002",,Oak Street,False,"229210590",,,"197411179",,,"5435"
yes,,,"197411181",residential,,"0","3","139.69400000000002",,Vernon Place,False,"[561588355, 19052031]",,,"197411179",,,"5434"
yes,,,"2880570092",unclassified,,"0","2","132.19",,Oak Street,False,"229210590",,,"197411179",,,"5437"
yes,,,"197491895",unclassified,,"0","2","159.43800000000002",,Oak Street,False,"229210590",,,"197411179",,,"5436"
yes,,,"197414972",residential,,"0",,"141.106",,Van Street,False,"19064129",,,"197411092",,,"5410"
yes,,,"197411093",residential,,"0",,"69.916",,East Charlton Street,False,"19052027",,,"197411092",,,"5409"
yes,,,"197411096",residential,,"0",,"141.882",,East Charlton Street,False,"19052027",,,"197411093",,,"5412"
yes,,,"197414972",residential,,"0",,"141.106",,Van Street,False,"19064129",,,"197411092",,,"5411"
yes,,,"197414974",residential,,"0",,"140.81900000000002",,Euclid Avenue,False,"214784021",,,"197411093",,,"5414"
yes,,,"197411096",residential,,"0",,"141.882",,East Charlton Street,False,"19052027",,,"197411093",,,"5413"
yes,,,"197447689",residential,,"0",,"140.904",,Euclid Avenue,False,"214784021",,,"197411093",,,"5416"
yes,,,"197414974",residential,,"0",,"140.81900000000002",,Euclid Avenue,False,"214784021",,,"197411093",,,"5415"
,,,"197411216",residential,,"0",,"85.747",,Vernon Place,False,"19052032",,,"197411193",,,"5447"
yes,,,"197411193",residential,,"0",,"68.49799999999999",,Vernon Place,False,"561588352",,,"197411187",,,"5446"
,,,"197451038",residential,,"0","4","111.74900000000001",,Harvey Avenue,False,"19054355",,,"197411199",,,"5449"
yes,,,"197411199",residential,,"0","3","120.77799999999999",,Vernon Place,False,"[561588352, 561588300]",,,"197411193",,,"5448"
yes,,,"2880570094",primary,,"0","['6', '7']","184.84199999999998",35 mph,Martin Luther King Drive East,False,"[528941224, 561588297, 561588296]",,,"197411199",,,"5451"
yes,,,"2880570094",primary,,"0","['6', '7']","184.84199999999998",35 mph,Martin Luther King Drive East,False,"[528941224, 561588297, 561588296]",,,"197411199",,,"5450"
,,,"197484769",unclassified,,"0","2","18.452",,Blair Avenue,False,"83584076",,,"197411561",,,"5607"
,,,"197578664",unclassified,,"0","2","106.334",,Blair Avenue,False,"83584076",,,"197411561",,,"5606"
,,,"197593695",residential,,"0",,"191.013",,Linton Street,False,"19064732",,,"197411181",,,"5439"
,,,"197593695",residential,,"0",,"191.013",,Linton Street,False,"19064732",,,"197411181",,,"5438"
yes,,,"197411187",residential,,"0",,"67.86600000000001",,Vernon Place,False,"561588352",,,"197411183",,,"5441"
yes,,,"197411183",residential,,"0","3","103.63399999999999",,Vernon Place,False,"[561588352, 561588353]",,,"197411181",,,"5440"
yes,,,"197524113",tertiary,,"0","3","222.751",30 mph,East University Avenue,False,"561588359",,,"197411183",,,"5443"
yes,,,"197524113",tertiary,,"0","3","222.751",30 mph,East University Avenue,False,"561588359",,,"197411183",,,"5442"
,,,"197532928",residential,,"0",,"134.982",,Maxwell Avenue,False,"19060603",,,"197411187",,,"5445"
yes,,,"2880570439",tertiary,,"0","['4', '3']","139.09199999999998",30 mph,East University Avenue,False,"[561588360, 292902939, 561588359]",,,"197411183",,,"5444"
yes,,,"197471090",residential,,"0","2","81.251",25 mph,Highland Avenue,False,"214784015",,,"197412662",,,"6133"
,,,"197431993",residential,,"0",,"75.891",,Maplewood Avenue,False,"19053228",,,"197412660",,,"6132"
,,,"197625498",residential,,"0",,"29.806",,Halstead Street,False,"19067042",,,"197413404",,,"6452"
yes,,,"197471089",residential,,"0","2","78.286",25 mph,Highland Avenue,False,"214784015",,,"197412662",,,"6134"
,,,"197468425",residential,,"0",,"72.43700000000001",,Halstead Street,False,"19067042",,,"197413404",,,"6455"
,,,"384977892",residential,,"0",,"155.322",30 mph,Addison Street,False,"19052170",,,"197413404",,,"6454"
,,,"197414399",residential,,"0",,"33.556",,Clemmer Avenue,False,"19052227",,,"197414397",,,"6751"
,,,"197414400",residential,,"0",,"76.565",,Clemmer Avenue,False,"19052227",,,"197414388",,,"6750"
,,,"197567919",tertiary,,"0","3","42.911",25 mph,Auburn Avenue,False,"562094390",,,"197412652",,,"6125"
,,,"197567921",tertiary,,"0","3","81.417",25 mph,Auburn Avenue,False,"562094390",,,"197412652",,,"6124"
,,,"197412657",residential,,"0",,"304.35499999999996",25 mph,McCormick Place,False,"19052125",,,"197412652",,,"6127"
,,,"197412657",residential,,"0",,"304.35499999999996",25 mph,McCormick Place,False,"19052125",,,"197412652",,,"6126"
,,,"197412660",residential,,"0",,"35.116",25 mph,McCormick Place,False,"19052125",,,"197412657",,,"6129"
,,,"197412657",residential,,"0",,"304.35499999999996",25 mph,McCormick Place,False,"19052125",,,"197412652",,,"6128"
,,,"197412662",residential,,"0",,"90.84",25 mph,McCormick Place,False,"19052125",,,"197412660",,,"6131"
,,,"197431984",residential,,"0",,"79.068",25 mph,Maplewood Avenue,False,"19053227",,,"197412657",,,"6130"
yes,,,"197510841",tertiary,,"0","2","67.309",25 mph,Warner Street,False,"362131897",,,"197414469",,,"6831"
,,,"197432124",residential,,"0",,"107.249",,Luna Avenue,False,"19053240",,,"197414400",,,"6760"
yes,,,"197414475",residential,,"0","1.5","348.149",15 mph,Rohs Street,False,"19052233",,,"197414469",,,"6833"
yes,,,"197651852",tertiary,,"0","2","72.853",25 mph,Warner Street,False,"362131897",,,"197414469",,,"6832"
yes,,,"197414475",residential,,"0","1.5","348.149",15 mph,Rohs Street,False,"19052233",,,"197414469",,,"6835"
yes,,,"197414475",residential,,"0","1.5","348.149",15 mph,Rohs Street,False,"19052233",,,"197414469",,,"6834"
,,,"197466159",secondary,,"0","4","65.413",30 mph,West McMillan Avenue,False,"213353029",,,"197414475",,,"6837"
yes,,,"197414475",residential,,"0","1.5","348.149",15 mph,Rohs Street,False,"19052233",,,"197414469",,,"6836"
,,,"932341721",secondary,,"0","4","485.041",30 mph,West McMillan Avenue,False,"19055271",,,"197414397",,,"6753"
,,,"197466194",secondary,,"0","4","29.714",30 mph,West McMillan Avenue,False,"19055271",,,"197414397",,,"6752"
,,,"932341721",secondary,,"0","4","485.041",30 mph,West McMillan Avenue,False,"19055271",,,"197414397",,,"6755"
,,,"932341721",secondary,,"0","4","485.041",30 mph,West McMillan Avenue,False,"19055271",,,"197414397",,,"6754"
,,,"932341721",secondary,,"0","4","485.041",30 mph,West McMillan Avenue,False,"19055271",,,"197414397",,,"6757"
,,,"932341721",secondary,,"0","4","485.041",30 mph,West McMillan Avenue,False,"19055271",,,"197414397",,,"6756"
,,,"197419918",residential,,"0",,"78.681",,Valley View Court,False,"19052551",,,"197414399",,,"6759"
,,,"197414400",residential,,"0",,"89.761",,Clemmer Avenue,False,"19052227",,,"197414399",,,"6758"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7008"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7007"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7010"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7009"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7012"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7011"
,,,"4367116492",tertiary,,"0","['2', '3']","74.586",30 mph,Dixmyth Avenue,False,"[439085473, 547073678]",,,"197414765",,,"7014"
,,,"3269845860",primary,,"0","['6', '5', '4']","730.2350000000001",35 mph,Martin Luther King Drive West,False,"[55884435, 528941092, 528148998, 528148999]",,,"197414765",,,"7013"
,,,"701720007",secondary_link,,"0","2","46.466",,,True,"55884145",,,"197414475",,,"6839"
,,,"197414475",secondary,,"0","['2', '3']","36.899",30 mph,West McMillan Avenue,True,"[277145899, 546760765]",,,"197466157",,,"6838"
,,,"197414703",tertiary,,"0","['1', '2']","417.879",30 mph,Dixmyth Avenue,True,"[547073667, 547073668, 547073669, 547073670, 547073675, 547073677, 19052247]",,,"4367116492",,,"7002"
,,,"197414703",tertiary,,"0","['1', '2']","417.879",30 mph,Dixmyth Avenue,True,"[547073667, 547073668, 547073669, 547073670, 547073675, 547073677, 19052247]",,,"4367116492",,,"7001"
,,,"197414703",tertiary,,"0","['1', '2']","417.879",30 mph,Dixmyth Avenue,True,"[547073667, 547073668, 547073669, 547073670, 547073675, 547073677, 19052247]",,,"4367116492",,,"7004"
,,,"197414703",tertiary,,"0","['1', '2']","417.879",30 mph,Dixmyth Avenue,True,"[547073667, 547073668, 547073669, 547073670, 547073675, 547073677, 19052247]",,,"4367116492",,,"7003"
yes,,,"4367116080",secondary,,"0","5","6.901999999999999",35 mph,Clifton Avenue,False,"547073665",,,"197414703",,,"7006"
yes,,,"197418905",secondary,,"0","['5', '4']","65.98599999999999",35 mph,Clifton Avenue,False,"[55884122, 547073679]",,,"197414703",,,"7005"
yes,,,"413332936",residential,,"0","4","20.14",,Eden Avenue,False,"19070784",,,"197414980",,,"7145"
yes,,,"197495048",residential,,"0","4","60.204",,Eden Avenue,False,"19070784",,,"197414980",,,"7144"
,,,"197598502",residential,,"0",,"40.595",,Riddle Crest Lane,False,"19065040",,,"197416528",,,"7762"
,,,"197598504",residential,,"0",,"38.538",,Riddle Crest Lane,False,"19065040",,,"197416528",,,"7761"
,,,"197619997",residential,,"0",,"173.544",,South Fred Shuttlesworth Circle,False,"19071996",,,"197417288",,,"8079"
,,,"197417290",residential,,"0",,"134.271",,Alter Place,False,"19052367",,,"197417288",,,"8078"
,,,"197677451",residential,,"0",,"193.927",,South Fred Shuttlesworth Circle,False,"19071996",,,"197417288",,,"8081"
,,,"197619997",residential,,"0",,"173.544",,South Fred Shuttlesworth Circle,False,"19071996",,,"197417288",,,"8080"
yes,,,"197485295",residential,,"0",,"75.738",,West Daniels Street,False,"19056558",,,"197414970",,,"7137"
yes,,,"197414972",residential,,"0",,"74.755",,East Daniels Street,False,"19052262",,,"197414970",,,"7136"
yes,,,"197414974",residential,,"0",,"69.159",,East Daniels Street,False,"19052262",,,"197414972",,,"7139"
yes,,,"197436351",residential,,"0","['4', '3']","140.22899999999998",,Short Vine Street,False,"[561588368, 561588369, 561588367]",,,"197414970",,,"7138"
yes,,,"197414980",residential,,"0",,"141.863",,East Daniels Street,False,"19052262",,,"197414974",,,"7141"
yes,,,"197585181",residential,,"0",,"140.30700000000002",,Van Street,False,"19064129",,,"197414972",,,"7140"
yes,,,"197447698",residential,,"0",,"140.06900000000002",,Euclid Avenue,False,"214784021",,,"197414974",,,"7143"
yes,,,"197414980",residential,,"0",,"141.863",,East Daniels Street,False,"19052262",,,"197414974",,,"7142"
,,,"197391299",residential,,"0",,"316.20200000000006",,Glenwood Avenue,False,"547214478",,,"197391284",,,"841"
,,,"197529848",residential,,"0",,"239.751",,Glenridge Place,False,"19060232",,,"197391284",,,"840"
,,,"197391299",residential,,"0",,"316.20200000000006",,Glenwood Avenue,False,"547214478",,,"197391284",,,"843"
,,,"197391299",residential,,"0",,"316.20200000000006",,Glenwood Avenue,False,"547214478",,,"197391284",,,"842"
,,,"197563926",residential,,"0",,"328.61",,Canyon Drive,False,"19062882",,,"197391299",,,"845"
,,,"197563926",residential,,"0",,"328.61",,Canyon Drive,False,"19062882",,,"197391299",,,"844"
,,,"197391314",residential,,"0",,"316.348",,Glenwood Avenue,False,"547214478",,,"197391299",,,"847"
,,,"197563926",residential,,"0",,"328.61",,Canyon Drive,False,"19062882",,,"197391299",,,"846"
,,,"197391284",residential,,"0","3","312.90200000000004",,Glenwood Avenue,False,"[19050482, 547214478]",,,"197391266",,,"833"
,,,"197391284",residential,,"0","3","312.90200000000004",,Glenwood Avenue,False,"[19050482, 547214478]",,,"197391266",,,"835"
,,,"197391284",residential,,"0","3","312.90200000000004",,Glenwood Avenue,False,"[19050482, 547214478]",,,"197391266",,,"834"
,,,"197436458",tertiary,,"0","4","85.22900000000001",35 mph,Vine Street,False,"547214477",,,"197391266",,,"837"
